num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,revenue_growth_rate,region_Urban,sector_Healthcare,sector_Manufacturing,sector_Retail,sector_Tech,tech_adoption_level_Low,tech_adoption_level_Medium,remote_work_policy_None,remote_work_policy_Partial
165,969266,1243,162711,0.002273619605126065,0.8291917507533947,0.2610806766295951,19,0.9702326896007331,0.21693329060937538,False,False,False,True,False,False,True,True,False
464,634112,1172,61874,0.2779273120429142,0.08073434524793133,0.37435832986854367,9,0.6406018652440252,0.39403466770243,True,False,False,False,True,False,False,True,False
318,93741,3411,433982,0.5145535467661146,0.3773321439100984,0.44690415881536216,28,0.09567869902913817,0.45748323805660807,False,False,True,False,False,False,True,True,False
26,23830,1030,153350,0.6643620364760835,0.446038544973299,0.5099687460470319,6,0.9662844266531886,0.28216814591525446,False,False,False,True,False,False,True,False,False
257,322188,3521,371603,0.22893742145875673,0.12392655965721666,0.03510370196325896,17,0.7439930662224533,0.35412899656110197,True,True,False,False,False,False,True,False,True
240,865380,1061,466196,0.13890084628813426,0.0856665463743359,0.055166349118962565,2,0.6956447671172484,0.2404150654148555,False,False,True,False,False,False,False,False,True
349,74202,801,200623,0.20161486202987144,0.1796143045573355,0.6552346332207045,7,0.25324974840843306,0.42070260810174365,True,False,False,False,True,False,True,False,False
53,304189,4267,474655,0.35407605169112,0.2410477249798042,0.44274138905430693,6,0.47314688735175825,0.2578466257009045,False,False,True,False,False,False,True,False,True
479,222394,4780,171655,0.14837829120147628,0.9660605774572019,0.08973760106596862,14,0.9010509046875451,0.3585412201930929,True,True,False,False,False,True,False,False,False
63,515473,1009,356823,0.15681733442111168,0.4756137112516827,0.38622991455456,17,0.3081543780726358,0.23272051002540162,True,False,False,True,False,True,False,False,False
174,207123,3945,389894,0.04375170000675532,0.5102890326725255,0.47549489465567385,26,0.42333183930771023,0.27528345133307897,False,False,False,True,False,False,True,True,False
480,898941,2703,71400,0.8567251943544528,0.7069982049607358,0.6355901030038663,18,0.2567519820516042,0.6683330192320956,True,False,False,False,True,False,True,True,False
192,162699,3334,10676,0.21975862406074242,0.6842667978035905,0.11833006484160302,6,0.2159016655544015,0.2533825007164614,False,False,False,False,True,True,False,True,False
468,282342,1294,267378,0.8219024390612871,0.5027774021129657,0.9948043145672312,12,0.04371505444391033,0.6855538072148566,False,False,False,True,False,True,False,False,False
275,860953,2979,415556,0.4383093861372386,0.33983839418450923,0.4747055356057127,6,0.7368997533664411,0.4657009474286913,True,False,False,False,False,False,False,False,True
194,509655,2023,113451,0.6324378147136092,0.3310516935874396,0.6807905741338767,22,0.0907592020164042,0.45138639199602687,True,False,False,True,False,False,False,False,False
450,635759,2694,347403,0.07570213615819532,0.0577107338895112,0.9082181721708777,14,0.5313242276749826,0.5504043422909166,False,True,False,False,False,True,False,False,True
179,820907,3028,140598,0.5835804987801847,0.8996301392724255,0.031823364071406735,13,0.04979548056335226,0.1734527741589969,False,False,True,False,False,False,False,False,False
450,241824,934,466594,0.28999540317330175,0.7693945237267567,0.6013589781919871,9,0.983876939920878,0.522070169145439,True,False,False,False,False,False,False,True,False
55,517214,2538,297770,0.09520995315119574,0.6233432413014943,0.5403557414806197,18,0.7094457719294459,0.3363988262458398,True,False,False,True,False,False,False,False,False
368,24403,2206,2207,0.9082324961678355,0.3960817432142243,0.05740680130631981,10,0.6303846324633013,0.4326021401337986,True,False,True,False,False,False,True,False,False
59,8681,568,392474,0.6036280423494909,0.5824657306508773,0.6930277448302254,10,0.18639342147787585,0.3909553127356713,False,False,False,False,True,True,False,False,False
248,358699,2404,83844,0.24170762724401895,0.48508980496859955,0.22078238048233845,27,0.5280540620659755,0.36261626285682474,False,False,False,True,False,False,False,False,True
324,910316,4459,456636,0.419648010722407,0.27393497847888404,0.7018815867617644,14,0.5035580794263484,0.4763737904307096,True,False,False,False,False,True,False,False,True
135,884554,3451,53097,0.35690013407970533,0.29857274670803435,0.3626291750370143,9,0.35864868479622647,0.30484914511169453,False,True,False,False,False,False,True,True,False
489,644548,3213,121069,0.7005796658578214,0.8744797064560551,0.7701262009980901,9,0.1561119454817197,0.6521824703413213,True,False,True,False,False,False,False,False,False
311,702652,3869,458630,0.607433176027494,0.634908072475903,0.941761443240162,26,0.3671309349795423,0.5773262056363675,True,False,True,False,False,False,True,True,False
139,634674,4227,399645,0.019782176061886814,0.0014224847421286935,0.860512617952342,25,0.6091040702782958,0.3952375005377466,False,False,False,True,False,False,True,False,False
25,762666,2904,316735,0.1978269896046735,0.3268717651063079,0.4825735707541855,9,0.48735037841846907,0.36118457713111446,False,True,False,False,False,False,False,True,False
333,403845,3825,401807,0.47812797224086157,0.3399454647253538,0.22527290409790557,3,0.5700442430190934,0.36956924534568225,False,True,False,False,False,False,True,True,False
171,98246,4046,112248,0.4454857922537906,0.706335559451616,0.9924235197282143,26,0.5720178898301894,0.5103087102065457,False,False,False,False,True,True,False,False,True
278,100864,2803,432876,0.5166748819435305,0.7004533424811116,0.659498670403668,9,0.24467478719417712,0.4279151824423336,True,False,False,True,False,False,True,False,True
392,213886,4181,78313,0.7148108333063147,0.4641548530052091,0.3959526374718245,13,0.11097519956437918,0.46465877380999976,False,False,True,False,False,False,True,False,False
93,275561,3721,367393,0.682008998498227,0.9509794128113946,0.481523747479205,10,0.5217514050844818,0.39414739874280585,False,False,False,False,True,False,False,False,True
320,386032,4874,41459,0.3728134221419914,0.872229169734146,0.12805529146516725,25,0.8923721658635073,0.4339323975183925,True,False,True,False,False,True,False,False,False
18,170837,1582,472300,0.8775816279385952,0.8662107147290214,0.5052920299046455,3,0.995365959162225,0.44533124760145365,False,False,False,False,True,True,False,False,False
246,865931,945,365475,0.06293257044851874,0.34826551097162795,0.1731645073663869,29,0.7858995556685101,0.2992275657314688,False,False,False,True,False,False,False,False,True
269,922340,2092,242832,0.5845098951117265,0.43099978915242965,0.36574549447409577,20,0.22111679959594777,0.3357945514013332,False,False,False,False,True,False,False,False,False
350,250160,3275,194171,0.9496854925695297,0.4189619245283227,0.49176695724236685,4,0.6303233614180701,0.482636291065933,False,False,False,False,True,False,False,False,False
57,192646,4316,103599,0.5490814378253213,0.44026688246399714,0.9477987391399227,14,0.23886641235318795,0.49375182209498497,True,True,False,False,False,True,False,False,False
390,488761,3553,457064,0.45510630081285597,0.8892107950108665,0.6246930867581012,13,0.5764523054860639,0.49839456576635405,True,True,False,False,False,False,False,False,True
344,788566,2090,229663,0.13391758869642445,0.24912069956979987,0.3718901810588937,20,0.4806880429659256,0.23988834097111034,True,False,True,False,False,False,False,False,True
96,819107,2731,79405,0.8101890952716113,0.8021950709593233,0.11308929441574123,7,0.3815556945271109,0.3706576976615442,True,True,False,False,False,True,False,False,True
371,261681,2061,90399,0.37379489004091204,0.5140399750447735,0.7471885880803485,21,0.6416392638409516,0.6153403729908048,False,False,False,True,False,False,False,False,True
448,470483,4772,398877,0.701245909484688,0.24908418573328228,0.46685289528157736,7,0.8577119616494322,0.5808107256174535,True,False,False,True,False,False,False,False,True
459,700923,4146,307946,0.19754688040705704,0.5272937788595542,0.06815515565117225,6,0.33747650439583776,0.28452504969768566,False,False,False,False,True,False,True,False,True
432,540620,3738,281926,0.04186320293214907,0.19544162067404314,0.6568746199734853,23,0.48625445147431423,0.41412485247481956,False,False,True,False,False,False,True,True,False
268,784105,2100,443395,0.30546745252800056,0.10817929750703492,0.35010538201508823,8,0.4558248754484794,0.33751459544789736,False,False,False,True,False,True,False,False,False
435,810609,2556,373590,0.28141386145689085,0.838177417832051,0.4038912811676184,6,0.24922397485981929,0.45412709394589895,True,False,False,False,True,False,True,False,True
39,921992,4831,133970,0.8734752535272743,0.6993220234306599,0.838853823023788,25,0.4211115590549537,0.4876052494156102,False,False,True,False,False,False,False,False,False
210,225326,1209,472671,0.8646737785847539,0.2049789902138689,0.13730823941151915,4,0.021584510822870384,0.3241110966053031,True,False,False,True,False,True,False,True,False
85,728807,3471,172140,0.5338942226013806,0.942294730258649,0.3403748706200561,28,0.517432021480805,0.39475472698632275,False,False,False,False,False,False,False,True,False
424,266849,3232,68963,0.018998945572193615,0.02439837334124917,0.3636681463029817,5,0.720792748684348,0.32105203957091855,True,False,False,False,True,False,True,True,False
54,324248,1293,494145,0.22832466292047604,0.33328018705018136,0.003329358656165793,25,0.3676114207610057,0.13420786856063277,True,False,False,True,False,False,True,False,True
364,351479,3599,339447,0.6390125942134331,0.021653038491536658,0.8453289163712301,25,0.7465741799183835,0.6756591966297357,True,False,False,False,False,False,True,False,True
392,382082,3355,84956,0.10140840143036756,0.14229759328933322,0.8353125681895632,18,0.7506561150003918,0.5340396811921546,True,False,False,False,True,False,False,True,False
6,85730,526,190726,0.7006222647194471,0.1800793761634114,0.6618363090087985,2,0.9841153627509555,0.5115566442649769,False,False,False,True,False,True,False,False,False
394,403167,3767,37123,0.011962262958743475,0.8103348677305676,0.8989409248328012,25,0.545944142966022,0.5741966117196196,True,False,False,False,True,False,False,False,True
58,242474,584,319342,0.6825367753692704,0.9930396705333846,0.2728866083367768,22,0.4040641042071045,0.3117351832906523,True,True,False,False,False,False,True,True,False
110,295477,3601,244429,0.8445392428593794,0.8673202746110552,0.220630280629577,24,0.6395243245779887,0.3304553639731837,True,False,False,False,False,True,False,False,False
264,288817,1622,316016,0.46921771964611625,0.635132988782038,0.06852080041553288,14,0.6265762822804304,0.25788279382389,False,False,True,False,False,False,False,False,True
314,905853,511,5902,0.8290809901100377,0.7229234300574222,0.5920128126203708,24,0.9873421867313957,0.5186009155964811,False,False,True,False,False,True,False,True,False
481,570158,2248,158922,0.7815277332438696,0.5228209940206852,0.49635545506135437,24,0.7076938945085304,0.6868499899050028,True,False,False,False,True,False,False,True,False
195,258017,3609,49554,0.6714191501676771,0.42254360664799184,0.8103963156930589,14,0.30658046094278635,0.6136069277936185,True,False,False,False,True,False,True,False,False
406,656824,2376,175106,0.4451492813978336,0.6921689308424392,0.4812870375331103,5,0.18750985631436945,0.4871337686262015,False,True,False,False,False,True,False,True,False
222,338245,3119,196915,0.27190404440149385,0.9731166860093823,0.2032362197951436,11,0.7927261820706017,0.31558671544563865,False,False,False,False,False,False,False,True,False
48,814253,679,481372,0.8608639621688686,0.028894042356316985,0.8095969174541168,27,0.1797595865163707,0.4641969103576036,True,False,False,False,True,True,False,False,False
166,30494,1296,140352,0.6485903796629483,0.31408495032402595,0.45545457213274554,26,0.6274425724226002,0.4263294595770735,False,False,True,False,False,False,False,True,False
206,628765,4313,343634,0.7980168352505762,0.33005980300712046,0.955830220593657,20,0.1323162468271235,0.6138429029685856,False,False,False,False,False,False,False,False,True
450,393227,2524,242372,0.5519669277288919,0.4142508558200996,0.5344714174089772,3,0.7187054196644024,0.4855441117050198,True,False,False,False,False,True,False,True,False
488,734520,3717,178886,0.1718664344939247,0.6268921469014487,0.11673893429026339,16,0.7828947935086908,0.395261504756407,True,True,False,False,False,False,False,False,False
274,379842,1386,58465,0.9794379395135363,0.5137531624797014,0.8510244440976912,20,0.9905399053425415,0.6639595766978635,False,False,False,False,True,True,False,False,True
355,378704,2968,441189,0.1827387514576374,0.0187290490257912,0.8784103861254161,8,0.9542169937514877,0.5839884038384149,True,False,False,False,False,False,True,False,True
308,399051,3887,169801,0.9112415010249033,0.4116095783853716,0.44543154203575386,20,0.7138070112065918,0.45148179094665736,True,True,False,False,False,False,False,False,False
275,285790,2019,33800,0.208138646044974,0.6194487045233033,0.025993009343252882,15,0.2775300043754022,0.165300315710598,False,False,True,False,False,False,False,False,True
460,128777,2932,235074,0.3737494417464359,0.5048247249304841,0.029723469842756423,14,0.04371812514835838,0.25024325962796545,False,True,False,False,False,False,True,False,True
466,606648,1416,206495,0.44008344453742665,0.8720618641813143,0.3511492532075905,14,0.5552415135139877,0.5069822704484492,False,True,False,False,False,True,False,False,False
219,304479,2570,98143,0.9213759895281451,0.3985956706680205,0.7162322200733133,8,0.7659804124181822,0.5732016706925919,True,True,False,False,False,False,False,False,False
256,860783,4476,119529,0.8881985709130634,0.0125586798269115,0.33105181435005127,24,0.010623752708259104,0.3944358864177502,True,False,False,False,True,True,False,False,True
194,906366,2281,229749,0.823220977952436,0.2848985175544988,0.007729922738990314,1,0.5248012756037078,0.3559734048565235,False,True,False,False,False,True,False,False,False
300,138501,838,239092,0.3766751474957343,0.13567262696898819,0.84857102930813,16,0.8828879046404543,0.5475888068404396,False,False,True,False,False,False,False,True,False
217,309094,2016,79871,0.004493246828920161,0.25023032345282514,0.9687324315448357,27,0.6372178454811728,0.5082555876495036,True,False,False,False,False,False,False,False,True
212,589942,3370,334857,0.6815833201075193,0.36208801803687496,0.34636945510123274,27,0.683781023502291,0.4029127313830361,True,False,False,True,False,False,True,True,False
241,374566,4082,304350,0.41095383446520384,0.6766556523211553,0.073074722690596,28,0.4743321820134886,0.31468343005931887,False,False,False,False,True,True,False,False,True
342,377078,1414,267070,0.7570581928374356,0.3241699952981798,0.2914117190235471,12,0.9431500078605166,0.5531144068311823,False,False,False,True,False,False,True,True,False
371,124975,3790,114682,0.7948520460835502,0.8841091750638664,0.7990057756472284,14,0.3746472417389344,0.6227594239556347,True,True,False,False,False,False,True,False,True
57,728503,1946,454661,0.4397234029174242,0.2995679093896323,0.5422586074761535,9,0.37909692902083514,0.39599264671117584,True,False,False,False,True,False,True,False,True
284,358330,1879,44056,0.7481025653169484,0.136933412141511,0.3839856393789586,14,0.5177377287250277,0.41931772399163925,False,False,True,False,False,True,False,True,False
414,371378,1983,469906,0.8399372805196774,0.16886541747092298,0.33422690037788405,13,0.5859321891324298,0.5056271890012282,True,False,False,True,False,True,False,True,False
221,631614,2574,69495,0.9284761316015001,0.9345798638819616,0.11539492142623953,19,0.537425113437751,0.2666730074729404,False,False,False,False,False,False,True,False,True
256,82527,1300,85147,0.5824553324893943,0.4548144712987585,0.3395137581038129,22,0.8186315642818792,0.4252889427435419,True,False,True,False,False,False,True,True,False
192,353848,1746,166233,0.7784787690598826,0.4031260680625002,0.4701084363061554,16,0.8345129875849643,0.4132809249837806,True,False,True,False,False,False,True,True,False
384,953603,3237,453467,0.4945648702096471,0.06890088109852621,0.6731410658347505,19,0.1316653076531118,0.571813505193035,False,False,False,True,False,True,False,False,True
497,437601,3995,150479,0.04166300042996207,0.7333210687819185,0.2620783546540243,25,0.5961638441578995,0.3873788672135869,True,False,False,False,False,False,True,True,False
45,171991,3757,472777,0.15522142779918335,0.6946525257766999,0.8973788809763025,17,0.9838992126405557,0.3929379996218591,False,False,False,False,True,False,False,False,True
161,101952,4377,203672,0.1282245092396701,0.37574054943475776,0.4847997303615109,23,0.5996582666195901,0.3290021728984414,False,False,True,False,False,False,False,False,True
19,852214,1481,57714,0.17176559011547887,0.6917635496838798,0.4051612601777682,5,0.6881641001160399,0.26673733480844863,True,False,False,False,True,False,True,False,True
305,338260,2976,130613,0.010212749612843242,0.36745176051338124,0.5939537432103789,28,0.8613696483161609,0.3547859336765969,False,False,True,False,False,True,False,True,False
69,470806,2588,138711,0.8587068232651526,0.07315802139424432,0.16762374642430578,3,0.8666018842851648,0.31795120038944275,True,True,False,False,False,False,True,False,True
349,881058,3452,265622,0.5601493199490124,0.738099377307776,0.10658540613553324,28,0.017190760138409256,0.35549146778747975,False,False,True,False,False,False,False,False,True
331,438603,1511,254134,0.38315000301126767,0.9652012933777061,0.34654037087841516,27,0.23943246613717828,0.3753993230129999,False,False,False,False,True,False,True,True,False
13,676183,3964,65546,0.4097788715769751,0.6482905281740828,0.039933391674296215,23,0.8628782118336339,0.23362485361610963,False,False,False,False,False,False,True,False,True
348,51015,3250,467681,0.4633510937188695,0.2764612352143555,0.3775832008180313,1,0.6671006710532743,0.4563092180067616,True,False,False,True,False,False,False,True,False
133,107877,2626,229934,0.07388350041959257,0.2699202854649033,0.6714852574848699,22,0.6317057886364971,0.3122453078617981,False,False,False,False,False,True,False,False,False
496,282483,4361,194948,0.2746654115799202,0.9289775964869009,0.8121223041333847,7,0.8599441416254949,0.6507813323126341,True,False,True,False,False,False,False,False,False
140,528165,3091,382291,0.8516264370920849,0.3032903073977873,0.5797631088113462,25,0.8065500958399716,0.5358871797727983,False,False,False,False,True,False,True,True,False
476,663851,1973,351517,0.7436752362139845,0.7681922333828182,0.6913291571085084,25,0.7513506039953968,0.7475540303991337,False,True,False,False,False,True,False,False,True
67,398922,3021,436157,0.5634055382539078,0.642914982304013,0.83312978693456,7,0.04735282167595922,0.4227146200599396,False,False,False,False,False,True,False,False,False
143,626781,1665,30974,0.480703984669963,0.5926018112555701,0.773130098195344,21,0.7816548674325341,0.47102119326106634,True,True,False,False,False,True,False,False,False
85,676088,3822,45183,0.2589731849908994,0.18107488140208494,0.31998191532527764,23,0.2006093030825068,0.1800871702408408,False,False,False,True,False,False,False,True,False
396,929501,1109,402634,0.47125496964710545,0.034411045904524595,0.5734226792844711,27,0.02600875981089179,0.4544875225953747,True,True,False,False,False,True,False,True,False
167,501753,2683,477402,0.5978552760668148,0.4886771313278885,0.2648531547096573,17,0.491889870248135,0.311951748703553,False,False,False,True,False,True,False,False,False
423,720768,3031,101361,0.7126379514315806,0.9881586072497849,0.5763337833951514,7,0.9423601247951323,0.542815174869701,False,True,False,False,False,False,False,False,False
293,980601,3361,320292,0.1666401877523238,0.19575990423342016,0.4260013761472201,13,0.8864531778344242,0.3636049951430671,True,False,True,False,False,True,False,False,True
383,396670,2155,375151,0.8131102684707774,0.5368720544391236,0.37279918164022663,28,0.9820572304334279,0.6076813867153527,True,True,False,False,False,False,False,False,True
265,436739,2255,474135,0.34581127703382253,0.6709792946445507,0.18356394410504706,29,0.24653213988026157,0.19954623824681655,True,False,False,False,False,False,False,True,False
494,650936,545,375383,0.5032580832903554,0.4836777165223881,0.5617530451887962,13,0.6953929034134722,0.6547436150256831,False,False,False,False,False,False,False,False,False
235,292307,1759,109747,0.6079043165963325,0.506933806597194,0.729315981206815,10,0.0558462796557635,0.46617914808636035,False,False,False,False,False,False,True,False,True
45,678078,3732,425924,0.4880951562210333,0.661227504273594,0.5712797043055348,20,0.8034528010466229,0.28531600062989404,False,False,False,True,False,False,True,False,True
32,616796,1951,102245,0.571956904154119,0.8149054970049722,0.06922666823202406,2,0.5237641320460391,0.1352812710476433,True,False,False,True,False,True,False,True,False
139,744127,2618,164996,0.11152346468287122,0.3332876134824302,0.9243269630426978,6,0.9962860785575023,0.38847356425735824,False,False,True,False,False,True,False,False,False
205,306763,3067,286526,0.4321554551086352,0.8992752316177157,0.0054910495386892855,7,0.23999445698844657,0.2058858821615367,True,False,False,True,False,False,False,False,False
332,279270,2492,27649,0.28046747093622637,0.4849008728830264,0.8850579136569164,27,0.7846482377026613,0.5578420394156394,False,False,True,False,False,True,False,True,False
272,594214,3623,228748,0.08602615388687018,0.6618774721746662,0.7660733264193533,13,0.1709556921362082,0.4286469799938145,True,True,False,False,False,True,False,False,True
422,45633,2840,373703,0.19164922563199427,0.10651363408243864,0.09655728404836383,29,0.28718207382889094,0.2299851281047166,True,False,False,False,True,True,False,True,False
37,213726,1988,99099,0.6024445664274584,0.4924792863778159,0.23656438181730943,23,0.2955630568607721,0.2766129105013482,False,False,False,False,False,True,False,True,False
52,8317,2073,31373,0.19668640265145032,0.016106446157340915,0.3489671895647972,8,0.5778670135521332,0.19157752989059326,True,False,False,False,False,False,True,False,False
411,312124,2927,214752,0.18106401011909334,0.3910247388400395,0.9103009091074646,21,0.36510958403614535,0.5307559582580519,False,False,True,False,False,False,True,False,False
66,835547,2266,206573,0.5528304323866363,0.05448420056894665,0.9799262135801972,13,0.43871504444933695,0.5005237635701113,True,False,False,True,False,True,False,True,False
220,722006,4049,23791,0.9047025067069852,0.8969808376555786,0.08716826767296737,26,0.52180599089606,0.36379932785175706,True,True,False,False,False,True,False,False,True
297,834590,2809,190968,0.7886928506398297,0.6728051208730357,0.39693213512109904,11,0.0562200744665341,0.3929947059378264,False,False,True,False,False,True,False,False,True
103,716323,2904,24115,0.9050891105198504,0.7918763562297645,0.14928185724655085,10,0.6653623262684968,0.3703137749763134,False,False,False,False,False,False,False,False,True
176,445847,1942,149413,0.5829802022965151,0.4676794844694173,0.27843656043651277,29,0.6492669094231407,0.32341192599083474,True,False,True,False,False,False,True,True,False
364,709676,2476,376253,0.4099295604586072,0.851897738445768,0.9810703008362485,27,0.9648018431388954,0.6526167897489037,False,False,False,False,True,True,False,True,False
218,372508,4473,410853,0.7296413655419434,0.8730405898176904,0.9844261121235593,24,0.13338717996641936,0.5126105649856555,True,False,False,False,True,False,False,False,False
479,457558,2990,418485,0.2613640281826509,0.3568182398420221,0.47213794021408695,4,0.030966784236173495,0.4831577898389074,False,False,False,False,True,False,True,True,False
39,282648,1225,84489,0.07805395800540371,0.3768549083929328,0.1831387339060513,10,0.13322687306432357,0.02692903122111888,True,True,False,False,False,False,True,False,False
453,728953,4303,487546,0.3446147927311356,0.5082407086874002,0.5470185932608793,17,0.42246485066981343,0.42809163598148653,False,False,False,False,True,False,True,False,True
231,424876,4881,287021,0.2992366974870174,0.04224349504212166,0.32068520757252716,28,0.21393346693113047,0.25266442368680764,True,True,False,False,False,True,False,True,False
105,828628,4327,303417,0.6755389278171422,0.995768296964466,0.928830840128745,8,0.21631795150838917,0.5641445818637115,False,False,True,False,False,False,True,False,False
435,857370,4119,57035,0.5513626788118143,0.35918123399332413,0.8182143073214543,20,0.8693980021558848,0.6731508893918824,True,True,False,False,False,True,False,False,True
466,931109,3387,144477,0.13826298405578552,0.470843313356726,0.30884066579158287,5,0.3238310228735609,0.3820115257789618,True,False,False,False,False,True,False,False,False
135,324532,997,225420,0.9085041797704697,0.7547570781346512,0.01830909631970168,29,0.41679726859596056,0.24168414987480055,False,False,False,True,False,False,True,True,False
261,217369,4476,112141,0.5933389405048042,0.29751350092537154,0.9980486356451326,20,0.6841508343970515,0.632394018227554,False,False,False,False,True,True,False,False,True
9,584789,1204,251766,0.45768422542377685,0.20163142355436137,0.6833439854989096,15,0.33994204082169943,0.31540590477449487,True,False,False,True,False,False,False,False,True
222,713669,4627,194381,0.9371949271186536,0.12745012098174724,0.4257275224696949,23,0.5543564126279664,0.4488550736735779,False,False,True,False,False,False,False,False,True
259,32043,4181,42767,0.09730184879790083,0.5280173090812768,0.28845572403124753,10,0.5228766666861197,0.34290356575716974,False,True,False,False,False,False,False,True,False
402,38635,4638,121456,0.7895929381397178,0.0054982875027554945,0.004424438493902616,19,0.26151869799143734,0.4344380411186967,False,True,False,False,False,False,True,True,False
363,215387,2416,404189,0.36466550572000933,0.7095206910038293,0.15395940955652976,18,0.7170942143829814,0.2890915240144629,False,False,False,True,False,False,False,True,False
